ID,snippet1,snippet2,harder,reason,docID1,docID2,_golden
2102,The ending of special privilege for the few.  The preservation of civil liberties for all.  The enjoyment of the fruits of scientific progress in a wider and constantly rising standard of living.,"These 26 Nations are united-not in spirit and determination alone, but in the broad conduct of the war in all its phases.  For the first time since the Japanese and the Fascists and the Nazis started along their blood-stained course of conquest they now face the fact that superior forces are assembling against them.  Gone forever are the days when the aggressors could attack and destroy their victims one by one without unity of resistance.",,,152,153,
2103,"I have recently pointed out how quickly the tempo of modern warfare could bring into our very midst the physical attack which we must eventually expect if the dictator nations win this war.  There is much loose talk of our immunity from immediate and direct invasion from across the seas.  Obviously, as long as the British Navy retains its power, no such danger exists.","Civilian use of them will have to be cut further and still further �""and, in many cases, completely eliminated.  War costs money.  So far, we have hardly even begun to pay for it.",,,152,153,
2104,We should plan a better system by which persons deserving or needing gainful employment may obtain it.  I have called for personal sacrifice.  I am assured of the willingness of almost all Americans to respond to that call.,"We are fighting on the same side as the brave people of China�""those millions who for four and a half long years have withstood bombs and starvation and have whipped the invaders time and again in spite of the superior Japanese equipment and arms.  Yes, we are fighting on the same side as the indomitable Dutch.  We are fighting on the same side as all the other Governments in exile, whom Hitler and all his armies and all his Gestapo have not been able to conquer.",,,152,153,
2105,Equality of opportunity for youth and for others.  Jobs for those who can work.  Security for those who need it.,"It was bitter, for example, not to be able to relieve the heroic and historic defenders of Wake Island.  It was bitter for us not to be able to land a million men in a thousand ships in the Philippine Islands.  But this adds only to our determination to see to it that the Stars and Stripes will fly again over Wake and Guam.",,,152,153,
2106,"I am told it is a grave error on my part.  I dissent.  And if the security of the individual citizen, or the family, should become a subject of national debate, the country knows where I stand.","However, there is certain information, as the Congress itself will readily recognize, which, in the interests of our own security and those of the nations that we are supporting, must of needs be kept in confidence.  New circumstances are constantly begetting new needs for our safety.  I shall ask this Congress for greatly increased new appropriations and authorizations to carry on what we have begun.",,,154,152,
2107,"That will become evident to the Japanese people themselves when we strike at their own home islands, and bomb them constantly from the air.  And in the attacks against Japan, we shall be joined with the heroic people of China�""that great people whose ideals of peace are so closely akin to our own.  Even today we are flying as much lend-lease material into China as ever traversed the Burma Road, flying it over mountains 17,000 feet high, flying blind through sleet and snow.","It is still a friendly strength.  Even when the World War broke out in 1914, it seemed to contain only small threat of danger to our own American future.  But, as time went on, the American people began to visualize what the downfall of democratic nations might mean to our own democracy.",,,154,152,
2108,"We fight to retain a great past- and we fight to gain a greater future.  Let us remember, too, that economic safety for the America of the future is threatened unless a greater economic stability comes to the rest of the world.  We cannot make America an island in either a military or an economic sense.",We should plan a better system by which persons deserving or needing gainful employment may obtain it.  I have called for personal sacrifice.  I am assured of the willingness of almost all Americans to respond to that call.,,,154,152,
2109,"When you talk with our young men and women, you will find that with the opportunity for employment they want assurance against the evils of all major economic hazards- assurance that will extend from the cradle to the grave.  And this great Government can and must provide this assurance.  I have been told that this is no time to speak of a better America after the war.",We should plan a better system by which persons deserving or needing gainful employment may obtain it.  I have called for personal sacrifice.  I am assured of the willingness of almost all Americans to respond to that call.,,,154,152,
2110,"To them it means that when they are mustered out, when war production is converted to the economy of peace, they will have the right to expect full employment�""full employment for themselves and for all able-bodied men and women in America who want to work.  They expect the opportunity to work, to run their farms, their stores, to earn decent wages.  They are eager to face the risks inherent in our system of free enterprise.","The time is near when they will not be able to pay for them all in ready cash.  We cannot, and we will not, tell them that they must surrender, merely because of present inability to pay for the weapons which we know they must have.  I do not recommend that we make them a loan of dollars with which to pay for these weapons�""a loan to be repaid in dollars.",,,154,152,
2111,"The Nation's hands must not be tied when the Nation's life is in danger.  We must all prepare to make the sacrifices that the emergency-almost as serious as war itself�""demands.  Whatever stands in the way of speed and efficiency in defense preparations must give way to the national need.","Let these facts be wholly clear.  Experience in other democratic Nations at war�""Britain, Canada, Australia, and New Zealand- has shown that the very existence of national service makes unnecessary the widespread use of compulsory power.  National service has proven to be a unifying moral force based on an equal and comprehensive legal obligation of all people in a Nation at war.",,,152,155,
2112,"A part of the sacrifice means the payment of more money in taxes.  In my Budget Message I shall recommend that a greater portion of this great defense program be paid for from taxation than we are paying today.  No person should try, or be allowed, to get rich out of this program; and the principle of tax payments in accordance with ability to pay should be constantly before our eyes to guide our legislation.",The overwhelming majority of our people have met the demands of this war with magnificent courage and understanding.  They have accepted inconveniences; they have accepted hardships; they have accepted tragic sacrifices.  And they are ready and eager to make whatever further contributions are needed to win the war as quickly as possible- if only they are given the chance to know what is required of them.,,,152,155,
2113,"The Nation's hands must not be tied when the Nation's life is in danger.  We must all prepare to make the sacrifices that the emergency-almost as serious as war itself�""demands.  Whatever stands in the way of speed and efficiency in defense preparations must give way to the national need.","They were merely saying, ""The war's in the bag- so let's relax.""  That attitude on the part of anyone�""Government or management or labor�""can lengthen this war.  It can kill American boys.",,,152,155,
2114,Equality of opportunity for youth and for others.  Jobs for those who can work.  Security for those who need it.,"The right to earn enough to provide adequate food and clothing and recreation;  The right of every farmer to raise and sell his products at a return which will give him and his family a decent living;  The right of every businessman, large and small, to trade in an atmosphere of freedom from unfair competition and domination by monopolies at home or abroad;",,,152,155,
2115,For there is nothing mysterious about the foundations of a healthy and strong democracy.  The basic things expected by our people of their political and economic systems are simple.  They are:,"All our allies have learned by bitter experience that real development will not be possible if they are to be diverted from their purpose by repeated wars�""or even threats of war.  China and Russia are truly united with Britain and America in recognition of this essential fact:  The best interests of each Nation, large and small, demand that all freedom-loving Nations shall join together in a just and durable system of peace.",,,152,155,
2116,"Our task is hard- our task is unprecedented�""and the time is short.  We must strain every existing armament-producing facility to the utmost.  We must convert every available plant and tool to war production.","They have had to continue work through bombings and blackouts.  And they have never quit.  We Americans are in good, brave company in this war, and we are playing our own, honorable part in the vast common effort.",,,153,154,
2117,"We have not been stunned.  We have not been terrified or confused.  This very reassembling of the Seventy-seventh Congress today is proof of that; for the mood of quiet, grim resolution which here prevails bodes ill for those who conspired and collaborated to murder world peace.","I tell you it is within the realm of possibility that this Seventy-eight Congress may have the historic privilege of helping greatly to save the world from future fear.  Therefore, let us all have confidence, let us redouble our efforts.  A tremendous, costly, long-enduring task in peace as well as in war is still ahead of us.",,,153,154,
2118,"Already we have established, as you know, unified command of land, sea, and air forces in the southwestern Pacific theater of war.  There will be a continuation of conferences and consultations among military staffs, so that the plans and operations of each will fit into the general strategy designed to crush the enemy.  We shall not fight isolated wars�""each Nation going its own way.","And a large part of this task has been accomplished by the gallant crews of our American submarines who strike on the other side of the Pacific at Japanese ships�""right up at the very mouth of the harbor of Yokohama.  We know that as each day goes by, Japanese strength in ships and planes is going down and down, and American strength in ships and planes is going up and up.  And so I sometimes feel that the eventual outcome can now be put on a mathematical basis.",,,153,154,
2119,"He is welcome in our midst, and we unite in wishing him a safe return to his home.  For we are fighting on the same side with the British people, who fought alone for long, terrible months, and withstood the enemy with fortitude and tenacity and skill.  We are fighting on the same side with the Russian people who have seen the Nazi hordes swarm up to the very gates of Moscow, and who with almost superhuman will and courage have forced the invaders back into retreat.","While we have been achieving this miracle of production, during the past year our armed forces have grown from a little over 2,000,000 to 7,000,000.  In other words, we have withdrawn from the labor force and the farms some 5,000,000 of our younger workers.  And in spite of this, our farmers have contributed their share to the common effort by producing the greatest quantity of food ever made available during a single year in all our history.",,,153,154,
2120,"Our enemies are guided by brutal cynicism, by unholy contempt for the human race.  We are inspired by a faith that goes back through all the years to the first chapter of the Book of Genesis: ""God created man in His own image.""  We on our side are striving to be true to that divine heritage.","They see before them the hope of the world- a decent, secure, peaceful life for men everywhere.  I do not prophesy when this war will end.  But I do believe that this year of 1943 will give to the United Nations a very substantial advance along the roads that lead to Berlin and Rome and Tokyo.",,,153,154,
2121,"Our soldiers and sailors and marines know that the overwhelming majority of them will be deprived of the opportunity to vote, if the voting machinery is left exclusively to the States under existing State laws�""and that there is no likelihood of these laws being changed in time to enable them to vote at the next election.  The Army and Navy have reported that it will be impossible effectively to administer forty-eight different soldier voting laws.  It is the duty of the Congress to remove this unjustifiable discrimination against the men and women in our armed forces- and to do it as quickly as possible.","And so, in order to attain this overwhelming superiority the United States must build planes and tanks and guns and ships to the utmost limit of our national capacity.  We have the ability and capacity to produce arms not only for our own forces, but also for the armies, navies, and air forces fighting on our side.  And our overwhelming superiority of armament must be adequate to put weapons of war at the proper time into the hands of those men in the conquered Nations who stand ready to seize the first opportunity to revolt against their German and Japanese oppressors, and against the traitors in their own ranks, known by the already infamous name of ""Quislings.""",,,155,153,
2122,"That is just plain common sense�""and it is the kind of plain common sense that provided the basis for our discussions at Moscow, Cairo, and Teheran.  Returning from my journeyings, I must confess to a sense of ""let-down"" when I found many evidences of faulty perspective here in Washington.  The faulty perspective consists in overemphasizing lesser problems and thereby underemphasizing the first and greatest problem.","For many years he has prepared for this very conflict- planning, and plotting, and training, arming, and fighting.  We have already tasted defeat.  We may suffer further setbacks.",,,155,153,
2123,"Last spring�""after notable victories at Stalingrad and in Tunisia and against the U-boats on the high seas�""overconfidence became so pronounced that war production fell off.  In two months, June and July, 1943, more than a thousand airplanes that could have been made and should have been made were not made.  Those who failed to make them were not on strike.","American land and air and sea forces will take stations in the British Isles- which constitute an essential fortress in this great world struggle.  American armed forces will help to protect this hemisphere�""and also help to protect bases outside this hemisphere, which could be used for an attack on the Americas.  If any of our enemies, from Europe or from Asia, attempt long-range raids by ""suicide"" squadrons of bombing planes, they will do so only in the hope of terrorizing our people and disrupting our morale.",,,155,153,
2124,"And right here I want to address a word or two to some suspicious souls who are fearful that Mr. Hull or I have made ""commitments"" for the future which might pledge this Nation to secret treaties, or to enacting the role of Santa Claus.  To such suspicious souls�""using a polite terminology�""I wish to say that Mr. Churchill, and Marshal Stalin, and Generalissimo Chiang Kai-shek are all thoroughly conversant with the provisions of our Constitution.  And so is Mr. Hull.","Many people ask, ""When will this war end?""  There is only one answer to that.  It will end just as soon as we make it end, by our combined efforts, our combined strength, our combined determination to fight through and work through until the end �""the end of militarism in Germany and Italy and Japan.",,,155,153,
2125,"For two long years I have pleaded with the Congress to take undue profits out of war.  (3) A cost of food law�""which will enable the Government (a) to place a reasonable floor under the prices the farmer may expect for his production; and (b) to place a ceiling on the prices a consumer will have to pay for the food he buys.  This should apply to necessities only; and will require public funds to carry out.","We must face the fact of a hard war, a long war, a bloody war, a costly war.  We must, on the other hand, guard against defeatism.  That has been one of the chief weapons of Hitler's propaganda machine�""used time and again with deadly results.",,,155,153,
2126,"We are fighting on the same side as the brave people of China�""those millions who for four and a half long years have withstood bombs and starvation and have whipped the invaders time and again in spite of the superior Japanese equipment and arms.  Yes, we are fighting on the same side as the indomitable Dutch.  We are fighting on the same side as all the other Governments in exile, whom Hitler and all his armies and all his Gestapo have not been able to conquer.","An enduring peace cannot be achieved without a strong America- strong in the social and economic sense as well as in the military sense.  In the State of the Union message last year I set forth what I considered to be an American economic bill of rights.  I said then, and I say now, that these economic truths represent a second bill of rights under which a new basis of security and prosperity can be established for all- regardless of station, race, or creed.",,,153,156,
2127,"They�""not we�""will choose the time and the place and the method of their attack.""  We now know their choice of the time: a peaceful Sunday morning�"" December 7, 1941.  We know their choice of the place: an American outpost in the Pacific.","At the present time we are using the inadequate tools at hand to do the best we can by such expedients as manpower ceilings, and the use of priority and other powers, to induce men and women to shift from non-essential to essential war jobs.  I am in receipt of a joint letter from the Secretary of War and the Secretary of the Navy, dated January 3, 1945, which says:  ""With the experience of three years of war and after the most thorough consideration, we are convinced that it is now necessary to carry out the statement made by the Congress in the joint resolutions declaring that a state of war existed with Japan and Germany: That 'to bring the conflict to a successful conclusion, all of the resources of the country are hereby pledged by the Congress of the United States.'",,,153,156,
2128,"We must face the fact of a hard war, a long war, a bloody war, a costly war.  We must, on the other hand, guard against defeatism.  That has been one of the chief weapons of Hitler's propaganda machine�""used time and again with deadly results.","We had in Europe two active and indomitable allies- Britain and the Soviet Union- and there were also the heroic resistance movements in the occupied countries, constantly engaging and harassing the Germans.  We cannot forget how Britain held the line, alone, in 1940 and 1941; and at the same time, despite ferocious bombardment from the air, built up a tremendous armaments industry which enabled her to take the offensive at El Alamein in 1942.  We cannot forget the heroic defense of Moscow and Leningrad and Stalingrad, or the tremendous Russian offensives of 1943 and 1944 which destroyed formidable German armies.",,,153,156,
2129,"Many people ask, ""When will this war end?""  There is only one answer to that.  It will end just as soon as we make it end, by our combined efforts, our combined strength, our combined determination to fight through and work through until the end �""the end of militarism in Germany and Italy and Japan.","During the interim period, until conditions permit a genuine expression of the people's will, we and our allies have a duty, which we cannot ignore, to use our influence to the end that no temporary or provisional authorities in the liberated countries block the eventual exercise of the peoples' right freely to choose the government and institutions under which, as freemen, they are to live.  It is only too easy for all of us to rationalize what we want to believe, and to consider those leaders we like responsible and those we dislike irresponsible.  And our task is not helped by stubborn partisanship, however understandable on the part of opposed internal factions.",,,153,156,
2130,"We have not been stunned.  We have not been terrified or confused.  This very reassembling of the Seventy-seventh Congress today is proof of that; for the mood of quiet, grim resolution which here prevails bodes ill for those who conspired and collaborated to murder world peace.","Of these rights the most fundamental, and one on which the fulfillment of the others in large degree depends, is the ""right to a useful and remunerative job in the industries or shops or farms or mines of the Nation.""  In turn, others of the economic rights of American citizenship, such as the right to a decent home, to a good education, to good medical care, to social security, to reasonable farm income, will, if fulfilled, make major contributions to achieving adequate levels of employment.  The Federal Government must see to it that these rights become realities�""with the help of States, municipalities, business, labor, and agriculture.",,,153,156,
2131,"But we do not intend to leave things so lax that loopholes will be left for cheaters, for chiselers, or for the manipulators of the black market.  Of course, there have been disturbances and inconveniences -and even hardships.  And there will be many, many more before we finally win.","When Mr. Hull went to Moscow in October, and when I went to Cairo and Teheran in November, we knew that we were in agreement with our allies in our common determination to fight and win this war.  But there were many vital questions concerning the future peace, and they were discussed in an atmosphere of complete candor and harmony.  In the last war such discussions, such meetings, did not even begin until the shooting had stopped and the delegates began to assemble at the peace table.",,,154,155,
2132,"It is often amusing, and it is sometimes politically profitable, to picture the City of Washington as a madhouse, with the Congress and the Administration disrupted with confusion and indecision and general incompetence.  However�""what matters most in war is results.  And the one pertinent fact is that after only a few years of preparation and only one year of warfare, we are able to engage, spiritually as well as physically, in the total waging of a total war.","Last spring�""after notable victories at Stalingrad and in Tunisia and against the U-boats on the high seas�""overconfidence became so pronounced that war production fell off.  In two months, June and July, 1943, more than a thousand airplanes that could have been made and should have been made were not made.  Those who failed to make them were not on strike.",,,154,155,
2133,"We shall overcome all the formidable obstacles, and get the battle equipment into China to shatter the power of our common enemy.  From this war, China will realize the security, the prosperity and the dignity, which Japan has sought so ruthlessly to destroy.  The period of our defensive attrition in the Pacific is drawing to a close.","It is our duty now to begin to lay the plans and determine the strategy for the winning of a lasting peace and the establishment of an American standard of living higher than ever before known.  We cannot be content, no matter how high that general standard of living may be, if some fraction of our people�""whether it be one-third or one-fifth or one-tenth- is ill-fed, ill-clothed, ill housed, and insecure.  This Republic had its beginning, and grew to its present strength, under the protection of certain inalienable political rights�""among them the right of free speech, free press, free worship, trial by jury, freedom from unreasonable searches and seizures.",,,154,155,
2134,"Mr. Vice President, Mr. Speaker, Members of the Seventy-eighth Congress:  This Seventy-eighth Congress assembles in one of the great moments in the history of the Nation.  The past year was perhaps the most crucial for modern civilization; the coming year will be filled with violent conflicts- yet with high promise of better things.","All our allies have learned by bitter experience that real development will not be possible if they are to be diverted from their purpose by repeated wars�""or even threats of war.  China and Russia are truly united with Britain and America in recognition of this essential fact:  The best interests of each Nation, large and small, demand that all freedom-loving Nations shall join together in a just and durable system of peace.",,,154,155,
2135,"Yes, there is a very great unanimity between the leaders of the United Nations.  This unity is effective in planning and carrying out the major strategy of this war and in building up and in maintaining the lines of supplies.  I cannot prophesy.",The overwhelming majority of our people have met the demands of this war with magnificent courage and understanding.  They have accepted inconveniences; they have accepted hardships; they have accepted tragic sacrifices.  And they are ready and eager to make whatever further contributions are needed to win the war as quickly as possible- if only they are given the chance to know what is required of them.,,,154,155,
2136,"We had brushed against their fleet in the first battle of the Philippine Sea in June, 1944, but not until last October were we able really to engage a major portion of the Japanese Navy in actual combat.  The naval engagement which raged for three days was the heaviest blow ever struck against Japanese sea power.  As a result of that battle, much of what is left of the Japanese Fleet has been driven behind the screen of islands that separates the Yellow Sea, the China Sea, and the Sea of Japan from the Pacific.","I say this now to this Seventy-eighth Congress, because it is wholly possible that freedom from want�""the right of employment, the right of assurance against life's hazards�""will loom very large as a task of America during the coming two years.  I trust it will not be regarded as an issue�""but rather as a task for all of us to study sympathetically, to work out with a constant regard for the attainment of the objective, with fairness to all and with injustice to none.  In this war of survival we must keep before our minds not only the evil things we fight against but the good things we are fighting for.",,,156,154,
2137,"It is to him that we and all future generations of Americans must pay grateful tribute.  But�""it is of small satisfaction to him to know that monuments will be raised to him in the future.  He wants, he needs, and he is entitled to insist upon, our full and active support�""now.","Yes, we take off our hats to all Americans who have contributed so magnificently to our common cause.  I have sought to emphasize a sense of proportion in this review of the events of the war and the needs of the war.  We should never forget the things we are fighting for.",,,156,154,
2138,"At the present time we are using the inadequate tools at hand to do the best we can by such expedients as manpower ceilings, and the use of priority and other powers, to induce men and women to shift from non-essential to essential war jobs.  I am in receipt of a joint letter from the Secretary of War and the Secretary of the Navy, dated January 3, 1945, which says:  ""With the experience of three years of war and after the most thorough consideration, we are convinced that it is now necessary to carry out the statement made by the Congress in the joint resolutions declaring that a state of war existed with Japan and Germany: That 'to bring the conflict to a successful conclusion, all of the resources of the country are hereby pledged by the Congress of the United States.'","In placing this emphasis on the Battle of Midway, I am not unmindful of other successful actions in the Pacific, in the air and on land and afloat �""especially those on the Coral Sea and New Guinea and in the Solomon Islands.  But these actions were essentially defensive.  They were part of the delaying strategy that characterized this phase of the war.",,,156,154,
2139,"Despite the loss of important bases in China, the tonnage delivered by air transport has enabled General Chennault's Fourteenth Air Force, which includes many Chinese flyers, to wage an effective and aggressive campaign against the Japanese.  In 1944 aircraft of the Fourteenth Air Force flew more than 35,000 sorties against the Japanese and sank enormous tonnage of enemy shipping, greatly diminishing the usefulness of the China Sea lanes.  British, Dominion, and Chinese forces together with our own have not only held the line in Burma against determined Japanese attacks but have gained bases of considerable importance to the supply line into China.","We fight to retain a great past- and we fight to gain a greater future.  Let us remember, too, that economic safety for the America of the future is threatened unless a greater economic stability comes to the rest of the world.  We cannot make America an island in either a military or an economic sense.",,,156,154,
2140,"A year ago, we were preparing for our invasion of Kwajalein, the second of our great strides across the Central Pacific to the Philippines.  A year ago, General MacArthur was still fighting in New Guinea almost 1,500 miles from his present position in the Philippine Islands.  We now have firmly established bases in the Mariana Islands, from which our Super fortresses bomb Tokyo itself�""and will continue to blast Japan in ever-increasing numbers.","Two years ago I spoke in my Annual Message of four freedoms.  The blessings of two of them- freedom of speech and freedom of religion�""are an essential part of the very life of this Nation; and we hope that these blessings will be granted to all men everywhere.  'The people at home, and the people at the front, are wondering a little about the third freedom�""freedom from want.",,,156,154,
2141,"During this period we inflicted steady losses upon the enemy -great losses of Japanese planes and naval vessels, transports and cargo ships.  As early as one year ago, we set as a primary task in the war of the Pacific a day-by-day and week-by-week and month-by-month destruction of more Japanese war materials than Japanese industry could replace.  Most certainly, that task has been and is being performed by our fighting ships and planes.","And we shall try to attain a world in which nazism, fascism, and military aggression cannot exist.  6.  We shall refuse to recognize any government imposed upon any nation by the force of any foreign power.",,,154,157,
2142,"It is often amusing, and it is sometimes politically profitable, to picture the City of Washington as a madhouse, with the Congress and the Administration disrupted with confusion and indecision and general incompetence.  However�""what matters most in war is results.  And the one pertinent fact is that after only a few years of preparation and only one year of warfare, we are able to engage, spiritually as well as physically, in the total waging of a total war.","What we think, plan, say, and do is of profound significance to the future of every corner of the world.  The great and dominant objective of United States foreign policy is to build and preserve a just peace.  The peace we seek is not peace for twenty years.",,,154,157,
2143,"To them it means that when they are mustered out, when war production is converted to the economy of peace, they will have the right to expect full employment�""full employment for themselves and for all able-bodied men and women in America who want to work.  They expect the opportunity to work, to run their farms, their stores, to earn decent wages.  They are eager to face the risks inherent in our system of free enterprise.","At the same time, we are producing power at Grand Coulee and at Bonneville which played a mighty part in winning the war and which will found a great peacetime industry in the Northwest.  The Tennessee Valley Authority will resume its peacetime program of promoting full use of the resources of the Valley.  We shall continue our plans for the development of the Missouri Valley, the Arkansas Valley, and the Central Valley of California.",,,154,157,
2144,"While we have been achieving this miracle of production, during the past year our armed forces have grown from a little over 2,000,000 to 7,000,000.  In other words, we have withdrawn from the labor force and the farms some 5,000,000 of our younger workers.  And in spite of this, our farmers have contributed their share to the common effort by producing the greatest quantity of food ever made available during a single year in all our history.","These increases will have a direct effect in increasing consumer demand to the high levels needed.  Substantial wage increases are good business for business because they assure a large market for their products; substantial wage increases are good business for labor because they increase labor's standard of living; substantial wage increases are good business for the country as a whole because capacity production means an active, healthy, friendly citizenry enjoying the benefits of democracy under our free enterprise system.  Labor and management in many industries have been operating successfully under the Government's wage-price policy.",,,154,157,
2145,"Yes, 1943 will not be an easy year for us on the home front.  We shall feel in many ways in our daily lives the sharp pinch of total war.  Fortunately, there are only a few Americans who place appetite above patriotism.","In anticipation of this decline in food prices, it was our belief that food subsidies could be removed gradually during the winter and spring months, and eliminated almost completely by June 30 of this year.  It was our feeling that the food subsidies could be dropped without an increase to the consumer in the present level of food prices or in the over-all cost of living.  As matters stand today, however, food prices are pressing hard against the ceilings.",,,154,157,
2146,"But I do not think that any of us Americans can be content with mere survival.  Sacrifices that we and our allies are making impose upon us all a sacred obligation to see to it that out of this war we and our children will gain something better than mere survival.  We are united in determination that this war shall not be followed by another interim which leads to new disaster- that we shall not repeat the tragic errors of ostrich isolationism�""that we shall not repeat the excesses of the wild twenties when this Nation went for a joy ride on a roller coaster which ended in a tragic crash.","Everything we are and have is at stake.  Everything we are and have will be given.  American men, fighting far from home, have already won victories which the world will never forget.",,,155,156,
2147,"Several alleged reasons have prevented the enactment of legislation which would preserve for our soldiers and sailors and marines the fundamental prerogative of citizenship�""the right to vote.  No amount of legalistic argument can becloud this issue in the eyes of these ten million American citizens.  Surely the signers of the Constitution did not intend a document which, even in wartime, would be construed to take away the franchise of any of those who are fighting to preserve the Constitution itself.",It will not be easy to create this peoples' peace.  We delude ourselves if we believe that the surrender of the armies of our enemies will make the peace we long for.  The unconditional surrender of the armies of our enemies is the first and necessary step- but the first step only.,,,155,156,
2148,"They were merely saying, ""The war's in the bag- so let's relax.""  That attitude on the part of anyone�""Government or management or labor�""can lengthen this war.  It can kill American boys.","The aroused conscience of humanity will not permit failure in this supreme endeavor.  We believe that the extraordinary advances in the means of intercommunication between peoples over the past generation offer a practical method of advancing the mutual understanding upon which peace and the institutions of peace must rest, and it is our policy and purpose to use these great technological achievements for the common advantage of the world.  We support the greatest possible freedom of trade and commerce.",,,155,156,
2149,"And in November, only three months later, Germany surrendered.  That is the way to fight and win a war�""all out�""and not with half-an-eye on the battlefronts abroad and the other eye-and-a-half on personal, selfish, or political interests here at home.  Therefore, in order to concentrate all our energies and resources on winning the war, and to maintain a fair and stable economy at home, I recommend that the Congress adopt:","What the Allied forces in Italy are doing is a well-considered part in our strategy in Europe, now aimed at only one objective �""the total defeat of the Germans.  These valiant forces in Italy are continuing to keep a substantial portion of the German Army under constant pressure�""including some 20 first-line German divisions and the necessary supply and transport and replacement troops�""all of which our enemies need so badly elsewhere.  Over very difficult terrain and through adverse weather conditions, our Fifth Army and the British Eighth Army�""reinforced by units from other United Nations, including a brave and well equipped unit of the Brazilian Army�""have, in the past year, pushed north through bloody Cassino and the Anzio beachhead, and through Rome until now they occupy heights overlooking the valley of the Po.",,,155,156,
2150,"In the present world situation, evidenced by the actions of Germany, Italy, and Japan, unquestioned military control over disturbers of the peace is as necessary among Nations as it is among citizens in a community.  And an equally basic essential to peace is a decent standard of living for all individual men and women and children in all Nations.  Freedom from fear is eternally linked with freedom from want.","That is not the way to secure a better settlement of those differences or to secure international machinery which can rectify mistakes which may be made.  I should not be frank if I did not admit concern about many situations�""the Greek and Polish for example.  But those situations are not as easy or as simple to deal with as some spokesmen, whose sincerity I do not question, would have us believe.",,,155,156,
2151,"On the other hand, some of the 22 billion dollars would be available for obligation and expenditure unless impounded.  In certain appropriations, such as those for long-cycle procurement, considerable carry-over of unliquidated obligations into future years is to be expected and is necessary.  However, substantial further rescissions can and should be made when the war liquidation program tapers off and budgetary requirements for national defense are clarified.","We cannot overlook the serious dissensions and the lack of unity in our war of the Revolution, in our War of 1812, or in our War Between the States, when the survival of the Union itself was at stake.  In the first World War we came closer to national unity than in any previous war.  But that war lasted only a year and a half, and increasing signs of disunity began to appear during the final months of the conflict.",,,157,155,
2152,than borrowing $10 ...... ......  $11 ...... ......  Payments to the public ......,"And it will give our enemies demoralizing assurance that we mean business -that we, 130,000,000 Americans, are on the march to Rome, Berlin, and Tokyo.  I hope that the Congress will recognize that, although this is a political year, national service is an issue which transcends politics.  Great power must be used for great purposes.",,,157,155,
2153,"The increase anticipates greater administrative workload and higher grants to match increasing State payments.  The social security program does not include all the Federal health services under existing legislation.  For the other health services classified under general government and national defense, appropriations are estimated at 102 million dollars for the fiscal year 1947.","When Mr. Hull went to Moscow in October, and when I went to Cairo and Teheran in November, we knew that we were in agreement with our allies in our common determination to fight and win this war.  But there were many vital questions concerning the future peace, and they were discussed in an atmosphere of complete candor and harmony.  In the last war such discussions, such meetings, did not even begin until the shooting had stopped and the delegates began to assemble at the peace table.",,,157,155,
2154,"I believe that further appropriations will be needed for the same purpose for the fiscal year 1947.  The Congress has already made provision for highway programs.  It is now considering legislation which would expand Federal grants and loans in several other fields, including construction of airports, hospital and health centers, housing, water pollution control facilities, and educational plant facilities.","It will cost in appropriations about one percent of the present annual cost of the war.  (4) Early reenactment of. the stabilization statute of October, 1942.  This expires June 30, 1944, and if it is not extended well in advance, the country might just as well expect price chaos by summer.",,,157,155,
2155,"I anticipate that net expenditures of the Export-Import Bank and expenditures arising from the British credit and the Bretton Woods Agreements will amount to 2,614 million dollars, including the noncash item of 950 million dollars for the fund, in the fiscal year 1946, and 2,754 million dollars in the fiscal year 1947.  GENERAL GOVERNMENT  The responsibilities of the Government, in both domestic and international affairs, have increased greatly in the past decade.","When Mr. Hull went to Moscow in October, and when I went to Cairo and Teheran in November, we knew that we were in agreement with our allies in our common determination to fight and win this war.  But there were many vital questions concerning the future peace, and they were discussed in an atmosphere of complete candor and harmony.  In the last war such discussions, such meetings, did not even begin until the shooting had stopped and the delegates began to assemble at the peace table.",,,157,155,
2156,"America's own rightful place in the world depends in large part upon how fully these and similar rights have been carried into practice for our citizens.  For unless there is security here at home there cannot be lasting peace in the world.  One of the great American industrialists of our day�""a man who has rendered yeoman service to his country in this crisis-recently emphasized the grave dangers of ""rightist reaction"" in this Nation.","Enforcement must be supplemented by positive measures of aid to new enterprises.  Government assistance, research programs, and credit powers should be designed and used to promote the growth of new firms and new industries.  Assistance to small business is particularly important at this time when thousands of veterans who are potential business and industrial leaders are beginning their careers.",,,155,158,
2157,Such selfish agitation can be highly dangerous in wartime.  It creates confusion.  It damages morale.,"Second, the best methods and procedures for carrying out the collective bargaining process.  This should include the responsibilities of labor and management to negotiate freely and fairly with each other, and to refrain from strikes or lockouts until all possibilities of negotiation have been exhausted.  Third, the underlying causes of labor management disputes.",,,155,158,
2158,"They were our rights to life and liberty.  As our Nation has grown in size and stature, however�""as our industrial economy expanded�""these political rights proved inadequate to assure us equality in the pursuit of happiness.  We have come to a clear realization of the fact that true individual freedom cannot exist without economic security and independence.",We look to the Commission to foster the development of atomic energy for industrial use and scientific and medical research.  In the vigorous and effective development of peaceful uses of atomic energy rests our hope that this new force may ultimately be turned into a blessing for all nations.  MILITARY POLICY,,,155,158,
